zip,latitude,longitude
90744,33.7855,-118.2645
90018,34.029,-118.3152
91302,34.1419,-118.6641
90004,34.0762,-118.3029
91206,34.1556,-118.2322
91331,34.2556,-118.4208
91342,34.3054,-118.4322
91352,34.2209,-118.3699
90040,33.9909,-118.1532
90723,33.8969,-118.1632
90503,33.8397,-118.3542
90250,33.9143,-118.3493
91324,34.2367,-118.5466
91790,34.0673,-117.9366
90713,33.8473,-118.1115
91803,34.0745,-118.1434
91606,34.1872,-118.3865
90071,34.0529,-118.2549
90815,33.7939,-118.1192
90266,33.8896,-118.3996
91364,34.1557,-118.6
90201,33.9653,-118.1515
90046,34.1074,-118.3652
90302,33.9745,-118.3548
90274,33.7669,-118.3806
90026,34.0766,-118.2646
90035,34.0531,-118.3806
92612,33.6607,-117.8264
90292,33.9779,-118.4525
93550,34.4133,-118.0917
91722,34.0972,-117.9065
91402,34.2262,-118.447
92509,34.0033,-117.445
90064,34.0353,-118.4259
95124,37.2563,-121.9229
90065,34.1073,-118.2266
90036,34.0699,-118.3492
94044,37.6196,-122.4816
90630,33.8181,-118.0357
90813,33.782,-118.1835
94086,37.3764,-122.0238
91755,34.048,-118.115
90712,33.8512,-118.1457
90006,34.0493,-118.2917
90008,34.0116,-118.3411
94043,37.4056,-122.0775
91354,34.4466,-118.5374
90706,33.8867,-118.1265
91335,34.2007,-118.5391
90066,34.003,-118.4298
90650,33.9056,-118.0818
95020,37.0139,-121.5773
91390,34.4684,-118.5261
91387,34.4132,-118.426
90069,34.0906,-118.3788
90745,33.823,-118.2684
91304,34.2197,-118.6111
90220,33.8748,-118.2402
91355,34.3985,-118.5535
91321,34.3795,-118.523
90254,33.8643,-118.3955
90020,34.0665,-118.3022
91731,34.0791,-118.0371
90640,34.0133,-118.113
91750,34.1159,-117.7708
90024,34.0637,-118.4408
90031,34.0783,-118.2113
90601,34.0011,-118.0371
90280,33.9462,-118.2013
90012,34.0614,-118.2385
94901,37.9691,-122.5105
92223,33.9504,-116.9701
90230,33.9949,-118.3991
91040,34.2618,-118.3371
95134,37.4087,-121.9406
94061,37.4647,-122.2304
90025,34.0447,-118.4487
91423,34.1526,-118.4322
90043,33.9871,-118.3321
94587,37.5895,-122.0497
90305,33.9583,-118.3259
90068,34.1156,-118.3305
94024,37.3547,-122.0862
91362,34.1948,-118.8232
91042,34.2544,-118.2849
93004,34.2788,-119.1651
90049,34.066,-118.474
90007,34.0294,-118.2871
91746,34.0443,-117.9862
90402,34.0349,-118.503
91343,34.2366,-118.4758
95123,37.2458,-121.8306
95136,37.2685,-121.849
93552,34.5715,-118.0231
93063,34.3046,-118.6844
91702,34.1248,-117.9031
90038,34.0898,-118.3215
91711,34.1092,-117.7183
94063,37.4815,-122.2091
90504,33.8708,-118.3295
90755,33.8029,-118.1677
90221,33.8796,-118.2168
90505,33.8106,-118.3507
91007,34.1243,-118.0515
92879,33.8797,-117.5354
91733,34.0557,-118.0444
92782,33.7346,-117.7869
90807,33.8315,-118.1811
90501,33.8268,-118.3118
91724,34.0938,-117.856
95111,37.2827,-121.8265
91767,34.0812,-117.7362
91740,34.1287,-117.8552
95070,37.2713,-122.0227
90265,34.0402,-118.7351
90023,34.0245,-118.1975
91008,34.149,-117.9644
95128,37.3163,-121.9356
90301,33.955,-118.3556
92880,33.9208,-117.6096
91326,34.2619,-118.582
90047,33.9569,-118.3073
95148,37.3304,-121.7913
90290,34.1076,-118.6023
91406,34.2006,-118.4868
90272,34.0481,-118.5265
90660,33.9886,-118.0883
91367,34.1767,-118.6159
92646,33.6654,-117.9686
91436,34.151,-118.4882
90011,34.0079,-118.2582
91351,34.4262,-118.449
90062,34.0032,-118.3073
90003,33.9653,-118.2727
91101,34.1468,-118.1391
95127,37.3692,-121.8208
90278,33.8707,-118.3715
91345,34.2619,-118.4587
95126,37.3249,-121.9153
92603,33.6245,-117.794
92618,33.7074,-117.7054
90029,34.09,-118.2944
90247,33.8925,-118.2961
91602,34.151,-118.3663
91306,34.2092,-118.5749
94545,37.6332,-122.0971
95054,37.3924,-121.9623
91601,34.1687,-118.3713
90405,34.01,-118.4717
91384,34.4827,-118.6254
91744,34.0289,-117.9373
90605,33.9413,-118.0356
90021,34.0333,-118.2447
91792,34.0229,-117.8975
90015,34.0434,-118.2716
90291,33.9938,-118.4635
90242,33.9218,-118.1395
93534,34.6909,-118.1491
95121,37.3042,-121.8099
90042,34.1145,-118.1929
91311,34.2583,-118.5914
90241,33.9416,-118.1306
90027,34.104,-118.2925
91745,33.9977,-117.9652
92376,34.1132,-117.3771
90232,34.0168,-118.3973
91350,34.4336,-118.5007
90606,33.9777,-118.0658
91325,34.2353,-118.5188
94305,37.4236,-122.1619
94401,37.5735,-122.3225
93551,34.6017,-118.231
94105,37.7864,-122.3892
91316,34.1655,-118.5175
92704,33.7249,-117.909
90703,33.8669,-118.0686
92660,33.6295,-117.8684
94580,37.6787,-122.1295
91401,34.1802,-118.4324
90638,33.9067,-118.0101
90249,33.8998,-118.3199
90802,33.7706,-118.182
90404,34.0268,-118.4733
95120,37.2144,-121.8574
95125,37.296,-121.8939
94404,37.5538,-122.27
90240,33.9581,-118.1174
91303,34.1993,-118.5983
90262,33.9241,-118.2013
90401,34.0176,-118.4907
91801,34.0914,-118.1293
90016,34.0298,-118.3528
91732,34.0705,-118.0149
91360,34.2092,-118.8739
90077,34.1112,-118.4502
90808,33.8241,-118.1103
90045,33.9631,-118.3941
91104,34.1678,-118.1261
90002,33.9497,-118.2462
90019,34.0482,-118.3343
95129,37.3066,-122.0002
90701,33.8654,-118.0731
92821,33.9291,-117.8845
90277,33.8307,-118.3832
90803,33.7619,-118.1341
94601,37.7806,-122.2166
92307,34.5291,-117.2132
91501,34.1862,-118.3009
90222,33.9099,-118.2357
91107,34.151,-118.0889
92562,33.5631,-117.2738
91748,33.9818,-117.8969
91202,34.1652,-118.2656
91307,34.1963,-118.6389
90303,33.9377,-118.3321
92647,33.721,-118.0033
94070,37.4969,-122.2674
91103,34.1669,-118.1551
91773,34.1023,-117.8169
90059,33.9293,-118.2463
91344,34.2771,-118.4992
90304,33.9379,-118.3586
94117,37.7712,-122.4413
92553,33.9157,-117.2351
91030,34.1109,-118.1547
95050,37.3492,-121.953
91208,34.1921,-118.235
90044,33.9551,-118.2901
90603,33.9432,-117.9927
91203,34.1517,-118.2636
90710,33.797,-118.2991
90039,34.1121,-118.2594
95008,37.2803,-121.9539
91605,34.2057,-118.4001
92604,33.6899,-117.7868
94306,37.418,-122.1274
91205,34.1378,-118.2425
92507,33.9761,-117.3389
90804,33.7857,-118.1357
90037,34.003,-118.2863
91214,34.2316,-118.2457
95112,37.3476,-121.887
90746,33.8584,-118.2554
91024,34.1651,-118.0519
90041,34.1339,-118.2082
90067,34.0551,-118.4095
90034,34.029,-118.4005
91776,34.089,-118.0955
92620,33.7009,-117.7564
93510,34.4835,-118.1959
90810,33.8193,-118.2325
91340,34.2875,-118.4352
94002,37.5174,-122.2927
90620,33.8439,-118.008
91706,34.0964,-117.9682
95051,37.3483,-121.9844
91764,34.0763,-117.6254
90063,34.0451,-118.1859
90013,34.0448,-118.2434
91789,34.0183,-117.8546
92649,33.718,-118.0505
92705,33.754,-117.7919
90604,33.9299,-118.0121
94555,37.5735,-122.0469
92661,33.6045,-117.9021
91791,34.0653,-117.8978
91381,34.3775,-118.6131
91775,34.1155,-118.0857
95035,37.4352,-121.895
92253,33.6685,-116.3081
91320,34.1774,-118.9358
92336,34.1173,-117.4378
93536,34.7471,-118.3687
90212,34.0619,-118.3995
92614,33.6829,-117.8298
90502,33.8286,-118.292
94025,37.4396,-122.1864
92203,33.7532,-116.2676
90010,34.0606,-118.3027
90022,34.0245,-118.1561
90056,33.9853,-118.3707
92395,34.5016,-117.2944
91361,34.1472,-118.8383
91763,34.0733,-117.6987
90001,33.9731,-118.2479
92602,33.7419,-117.7467
94087,37.3502,-122.0349
92626,33.6801,-117.9085
92584,33.6647,-117.1743
91768,34.0662,-117.7763
92324,34.0315,-117.2874
92679,33.6625,-117.5903
91754,34.0534,-118.1271
94402,37.5507,-122.3276
91356,34.1671,-118.5414
92648,33.6773,-118.0051
91710,34.0125,-117.6844
92337,34.0498,-117.4706
92504,33.9315,-117.4119
90005,34.0585,-118.3012
91737,34.1467,-117.5803
92663,33.621,-117.9321
90245,33.9243,-118.4119
90017,34.0559,-118.2666
91723,34.086,-117.8843
90032,34.0818,-118.1753
91301,34.1227,-118.7573
94010,37.5671,-122.3676
91761,34.0316,-117.6187
94608,37.8365,-122.2804
95117,37.3108,-121.9623
91106,34.1435,-118.1266
91001,34.1912,-118.1392
94303,37.4673,-122.1388
90260,33.8879,-118.351
91607,34.1672,-118.3989
91011,34.2217,-118.2051
94403,37.5395,-122.2998
90602,33.9693,-118.0337
91207,34.1649,-118.2451
92675,33.5085,-117.6565
91739,34.1705,-117.5182
94301,37.4443,-122.1497
94066,37.6247,-122.429
94538,37.5308,-121.9712
93591,34.6019,-117.8123
92555,33.9377,-117.1851
92335,34.0794,-117.4551
94015,37.6787,-122.478
92571,33.811,-117.218
90061,33.9245,-118.2716
92701,33.7523,-117.8541
91506,34.1717,-118.3231
95032,37.2417,-121.9554
90670,33.9464,-118.0838
91105,34.1355,-118.1636
90033,34.0487,-118.2084
90293,33.9577,-118.4373
92708,33.7102,-117.9503
94085,37.3886,-122.0177
94089,37.3983,-122.0006
92570,33.7852,-117.3166
91006,34.1324,-118.0264
92627,33.6483,-117.9155
90717,33.7938,-118.3172
91741,34.1537,-117.8437
92870,33.8744,-117.8543
92692,33.6144,-117.6433
92867,33.811,-117.8493
94122,37.7593,-122.4836
94702,37.8656,-122.2851
94704,37.8664,-122.257
94115,37.7856,-122.4358
93010,34.2313,-119.0464
90720,33.7956,-118.0648
94022,37.3814,-122.1258
94618,37.8431,-122.2402
91505,34.169,-118.3442
93066,34.2798,-119.0115
95133,37.3729,-121.856
95122,37.3293,-121.8339
92861,33.8205,-117.8104
94158,37.7694,-122.3867
92394,34.5563,-117.3528
90814,33.7716,-118.148
94107,37.7621,-122.3971
92505,33.9228,-117.4867
90806,33.8045,-118.1876
94539,37.5176,-121.9287
91016,34.144,-118.0014
92657,33.5943,-117.8334
92407,34.2166,-117.3908
91405,34.2001,-118.4456
94112,37.7195,-122.4411
94941,37.8958,-122.5339
94080,37.6574,-122.4235
94957,37.9624,-122.555
91010,34.1407,-117.9567
90732,33.742,-118.3121
91762,34.0584,-117.6665
92596,33.6243,-117.0885
95116,37.3518,-121.8508
91504,34.2001,-118.3264
94110,37.7509,-122.4153
95138,37.2602,-121.7709
90506,33.7866,-118.2987
94611,37.8471,-122.2223
94546,37.7015,-122.0782
90057,34.0622,-118.2763
92563,33.569,-117.1783
92805,33.8359,-117.9086
92843,33.7671,-117.929
95695,38.6816,-121.8052
95132,37.4031,-121.8585
90715,33.8405,-118.0767
90275,33.7515,-118.367
92506,33.9455,-117.3757
91709,33.9797,-117.7308
91786,34.1144,-117.6583
95118,37.2568,-121.8896
94040,37.3855,-122.088
92625,33.6021,-117.8743
92587,33.707,-117.245
95014,37.318,-122.0449
92630,33.6437,-117.6868
94041,37.3893,-122.0783
95130,37.2886,-121.9818
90094,33.9728,-118.4276
91403,34.1514,-118.4603
92399,34.0282,-117.0489
95135,37.2974,-121.7562
91766,34.0418,-117.7569
91411,34.1781,-118.4574
92802,33.8085,-117.9228
92677,33.5145,-117.7084
92544,33.739,-116.9243
92359,34.0774,-117.1126
92806,33.8356,-117.8681
92869,33.7868,-117.7934
94965,37.8601,-122.4946
92694,33.5472,-117.6238
92606,33.6951,-117.8224
92865,33.8263,-117.8511
92629,33.4743,-117.6964
92673,33.4615,-117.6375
92688,33.6512,-117.5938
90631,33.9331,-117.9493
92833,33.8766,-117.9551
92835,33.8994,-117.9063
92807,33.8544,-117.7858
92801,33.8428,-117.9546
91765,34.0066,-117.8098
92591,33.5217,-117.1286
92703,33.7489,-117.9072
92683,33.7524,-117.9939
92707,33.7086,-117.8701
92808,33.8579,-117.7513
90680,33.7991,-117.9956
92691,33.6128,-117.6622
91780,34.1016,-118.0537
93543,34.4891,-117.9708
92804,33.8186,-117.9729
93003,34.2846,-119.2222
92831,33.8873,-117.8946
90621,33.8772,-117.9893
90058,33.9994,-118.2133
90248,33.8766,-118.2835
92651,33.5429,-117.7813
92653,33.5916,-117.6985
91752,33.9938,-117.5236
91770,34.0658,-118.0853
92780,33.7364,-117.8229
92377,34.1561,-117.4042
92240,33.9531,-116.5219
92308,34.4698,-117.1927
91730,34.107,-117.5941
92840,33.7869,-117.9273
92841,33.7817,-117.9766
93035,34.1822,-119.216
92624,33.46,-117.6632
91108,34.1207,-118.1117
92832,33.868,-117.9265
93280,35.648,-119.4487
92706,33.7691,-117.8855
93065,34.2656,-118.7653
92316,34.0662,-117.3993
92532,33.6927,-117.303
93021,34.2784,-118.8771
92374,34.065,-117.1672
94606,37.7957,-122.2429
94123,37.7999,-122.4342
92845,33.7787,-118.0267
91204,34.1379,-118.2599
92886,33.9058,-117.7865
92672,33.4361,-117.6231
92868,33.7875,-117.8776
91708,33.954,-117.6404
93001,34.3308,-119.3584
80237,39.6431,-104.8987
80233,39.9015,-104.9407
80247,39.6971,-104.8819
80022,39.8259,-104.9113
80504,40.1306,-104.9504
80033,39.774,-105.0962
80207,39.7584,-104.9177
80211,39.7665,-105.0204
80015,39.6255,-104.7874
80204,39.734,-105.0259
80212,39.7683,-105.0493
80203,39.7313,-104.9811
80209,39.7074,-104.9686
80210,39.679,-104.9631
80206,39.7331,-104.9524
80113,39.6405,-104.9614
80017,39.6948,-104.7881
80220,39.7312,-104.9129
80303,39.9914,-105.2392
80205,39.759,-104.9661
80014,39.6662,-104.835
80239,39.7878,-104.8288
80223,39.7002,-105.0028
80238,39.7392,-104.9847
80023,39.9619,-105.0148
80128,39.5918,-105.0832
80230,39.7218,-104.8951
80401,39.7305,-105.1915
80121,39.6111,-104.9532
80249,39.7783,-104.7557
80222,39.671,-104.9279
80027,39.9789,-105.1456
80227,39.6667,-105.0854
80214,39.7436,-105.0643
80021,39.8854,-105.1139
80501,40.1779,-105.1009
80002,39.7945,-105.0984
80018,39.7102,-104.7071
80305,39.9807,-105.2531
80202,39.7491,-104.9946
80550,40.4837,-104.8994
80221,39.838,-104.9988
80241,39.868,-104.9719
80123,39.6206,-105.0901
80229,39.8671,-104.9227
80110,39.6463,-105.0092
80602,39.9636,-104.9072
80020,39.9245,-105.0609
80016,39.6012,-104.7394
80601,39.943,-104.7866
80013,39.6575,-104.7846
80122,39.5814,-104.9557
80111,39.6123,-104.8799
80621,40.108,-104.8013
80010,39.7368,-104.8646
80012,39.6987,-104.8377
80224,39.688,-104.9108
80228,39.6888,-105.156
80231,39.6793,-104.8843
80304,40.0375,-105.2771
80543,40.3294,-104.8552
80112,39.5805,-104.9011
80216,39.7835,-104.9669
80516,40.0597,-105.0686
80219,39.6956,-105.0341
80011,39.7378,-104.8152
80234,39.9108,-105.0109
80215,39.7435,-105.1009
80302,40.0172,-105.2851
80226,39.7123,-105.0918
80003,39.8286,-105.0655
80004,39.8141,-105.1177
80005,39.8422,-105.1097
80260,39.8672,-105.0041
80232,39.6895,-105.0908
80236,39.6535,-105.0376
80026,39.998,-105.0963
80631,40.385,-104.6806
80439,39.6374,-105.3402
80640,39.8983,-104.8718
80019,39.7656,-104.7069
80246,39.7086,-104.9312
80465,39.6125,-105.1746
80127,39.592,-105.1328
80007,39.8634,-105.1724
80136,39.7814,-104.2683
80603,39.9515,-104.7746
80301,40.0497,-105.2143
80031,39.8753,-105.0345
80120,39.5994,-105.0044
80403,39.8232,-105.2825
80644,40.3963,-104.5288
80615,40.5273,-104.7146
80503,40.1559,-105.1624
80634,40.4109,-104.7541
80530,40.0978,-104.9293
80534,40.3355,-104.9236
80218,39.7327,-104.9717
80045,39.7467,-104.8384
80235,39.6472,-105.0795
80030,39.8302,-105.037
80433,39.5197,-105.3169
80643,40.0958,-104.4464
80132,39.1007,-104.8542
80537,40.3849,-105.0916
80528,40.4961,-105.0002
80524,40.5986,-105.0581
80651,40.2131,-104.8028
80525,40.5384,-105.0547
80540,40.2357,-105.3231
80521,40.5813,-105.1039
80102,39.7589,-104.4275
80517,40.3658,-105.5142
80513,40.2993,-105.1055
80538,40.4262,-105.09
80526,40.5473,-105.1076
80514,40.0836,-104.9297
80104,39.3722,-104.8561
80134,39.4895,-104.8447
80138,39.5102,-104.7216
80109,39.3643,-104.9014
80108,39.4455,-104.853
80126,39.5437,-104.9691
80124,39.5517,-104.8863
80125,39.4845,-105.0561
80650,40.6359,-104.7638
80107,39.3836,-104.592
80130,39.5414,-104.9218
80129,39.5397,-105.0109
80642,40.0606,-104.6532
80118,39.2011,-104.8546
80455,40.1155,-105.3886
80116,39.3728,-104.7256
80135,39.3113,-105.0676
80915,38.8558,-104.7134
80917,38.886,-104.7399
80701,40.2541,-103.8031
80903,38.8388,-104.8145
80831,38.9541,-104.5472
80909,38.852,-104.7735
80922,38.905,-104.6982
80910,38.8152,-104.7703
80911,38.7457,-104.7223
80925,38.7378,-104.6459
80137,39.7623,-104.5834
80908,39.0237,-104.6933
80817,38.6996,-104.7005
80927,38.9286,-104.6583
06784,41.5714,-73.4947
80905,38.8377,-104.837
80549,40.7255,-105.0318
80906,38.7902,-104.8199
80105,39.5931,-104.068
80620,40.3803,-104.6971
80918,38.9129,-104.7734
80907,38.876,-104.817
80902,38.7536,-104.8063
80920,38.9497,-104.767
80923,38.9189,-104.7045
80930,38.8289,-104.5269
80904,38.8533,-104.8595
80913,38.73,-104.7536
80951,38.8881,-104.6556
80924,38.9676,-104.7211
80840,39.0896,-103.8188
80916,38.8076,-104.7403
80542,40.2347,-104.9994
80921,39.0487,-104.814
80808,38.9648,-104.3553
80919,38.9268,-104.8464
80938,38.9047,-104.6634
80610,40.5938,-104.7356
80829,38.855,-104.9058
80547,40.5291,-104.9853
80103,39.6985,-104.2019
80652,40.0878,-104.282
80106,39.0969,-104.5746
06820,41.0768,-73.4853
06604,41.1796,-73.2019
06850,41.1222,-73.4358
06880,41.1434,-73.3496
06810,41.3917,-73.4532
06902,41.0602,-73.5445
06830,41.0427,-73.6262
06851,41.1323,-73.4058
06606,41.2091,-73.2086
06877,41.2977,-73.4973
06840,41.151,-73.4944
06897,41.2018,-73.4383
06831,41.0549,-73.6594
06855,41.1014,-73.4011
06890,41.1428,-73.2884
06811,41.424,-73.4716
06615,41.177,-73.1336
06906,41.0692,-73.5236
06484,41.3047,-73.1294
06896,41.2711,-73.3863
06807,41.053,-73.5935
06612,41.2523,-73.2871
06870,41.0354,-73.5673
06883,41.2195,-73.3715
06824,41.1692,-73.2681
06905,41.0888,-73.5435
06515,41.3293,-72.9664
06611,41.2564,-73.2111
06511,41.3184,-72.9318
06518,41.4097,-72.911
06610,41.2005,-73.1688
06903,41.1352,-73.5684
06614,41.216,-73.1304
06483,41.3862,-73.0817
06461,41.2338,-73.0747
06450,41.5334,-72.7997
06854,41.0957,-73.4285
06403,41.4369,-73.0597
06519,41.2963,-72.9373
06460,41.2175,-73.0549
06804,41.465,-73.398
06488,41.4767,-73.2241
06516,41.2701,-72.9638
06878,41.038,-73.5811
06605,41.1668,-73.2163
06812,41.473,-73.4978
06517,41.3484,-72.9117
06525,41.3082,-72.9282
06401,41.3427,-73.0742
06825,41.1928,-73.2402
06901,41.0531,-73.539
06477,41.2815,-73.0287
06706,41.5363,-73.0306
06710,41.5675,-73.0468
06708,41.5511,-73.0645
06405,41.28,-72.8106
06513,41.3072,-72.8654
06608,41.1895,-73.1811
06514,41.362,-72.9361
06470,41.3931,-73.3167
06704,41.5754,-73.0318
06801,41.3813,-73.4008
06907,41.0942,-73.5203
06705,41.5503,-72.9963
06770,41.492,-73.0493
06418,41.3229,-73.08
06607,41.1784,-73.165
06512,41.3082,-72.9282
06478,41.4202,-73.1296
06451,41.5401,-72.8189
06468,41.3312,-73.2243
06443,41.309,-72.6153
06473,41.3822,-72.8585
06779,41.5909,-73.0873
06492,41.46,-72.8222
06410,41.5055,-72.9081
06482,41.4087,-73.2485
06712,41.5022,-72.9788
06853,41.0702,-73.4397
06762,41.5343,-73.1131
06437,41.3154,-72.6968
06471,41.3323,-72.7809
06510,41.3087,-72.9271
06716,41.597,-72.9828
06524,41.4262,-73.0007
06069,41.8714,-73.4578
06095,41.8561,-72.6639
06776,41.5817,-73.4128
06791,41.7701,-73.0728
06106,41.7498,-72.6947
06751,41.6387,-73.2091
06010,41.6823,-72.9302
06032,41.7284,-72.8415
06062,41.6727,-72.8644
06057,41.8468,-73.0104
06786,41.6762,-73.0092
06787,41.6786,-73.0886
06782,41.6611,-73.0449
